time,node_id,node_type,capacity,queue,load_ratio,is_overload,active_orders,delivered_orders,stuck_orders
4,hub2,hub,22,14,0.6363636363636364,0,342,176,0
4,hub3,hub,11,22,2.0,1,342,176,0
4,hub4,hub,11,31,2.8181818181818183,1,342,176,0
4,hub5,hub,23,22,0.9565217391304348,0,342,176,0
4,hub6,hub,10,5,0.5,0,342,176,0
4,pvz0,pvz,12,5,0.4166666666666667,0,342,176,0
4,pvz1,pvz,7,6,0.8571428571428571,0,342,176,0
4,pvz2,pvz,10,2,0.2,0,342,176,0
4,pvz3,pvz,10,3,0.3,0,342,176,0
4,pvz4,pvz,7,3,0.42857142857142855,0,342,176,0
4,pvz5,pvz,5,1,0.2,0,342,176,0
4,pvz6,pvz,8,1,0.125,0,342,176,0
4,pvz7,pvz,11,5,0.45454545454545453,0,342,176,0
4,pvz8,pvz,5,5,1.0,0,342,176,0
4,pvz9,pvz,12,6,0.5,0,342,176,0
4,pvz10,pvz,14,5,0.35714285714285715,0,342,176,0
4,pvz11,pvz,10,4,0.4,0,342,176,0
4,pvz12,pvz,13,5,0.38461538461538464,0,342,176,0
4,pvz13,pvz,15,3,0.2,0,342,176,0
4,pvz14,pvz,11,4,0.36363636363636365,0,342,176,0
4,pvz15,pvz,11,8,0.7272727272727273,0,342,176,0
4,pvz16,pvz,6,5,0.8333333333333334,0,342,176,0
4,pvz17,pvz,6,4,0.6666666666666666,0,342,176,0
4,pvz18,pvz,12,5,0.4166666666666667,0,342,176,0
4,pvz19,pvz,7,7,1.0,0,342,176,0
5,wh0,warehouse,33,51,1.5454545454545454,1,336,263,0
5,wh1,warehouse,36,0,0.0,0,336,263,0
5,wh2,warehouse,26,39,1.5,1,336,263,0
5,wh3,warehouse,29,14,0.4827586206896552,0,336,263,0
5,hub0,hub,21,36,1.7142857142857142,1,336,263,0
5,hub1,hub,15,16,1.0666666666666667,1,336,263,0
5,hub2,hub,22,19,0.8636363636363636,0,336,263,0
5,hub3,hub,11,18,1.6363636363636365,1,336,263,0
5,hub4,hub,11,32,2.909090909090909,1,336,263,0
5,hub5,hub,23,20,0.8695652173913043,0,336,263,0
5,hub6,hub,10,9,0.9,0,336,263,0
5,pvz0,pvz,12,8,0.6666666666666666,0,336,263,0
5,pvz1,pvz,7,3,0.42857142857142855,0,336,263,0
5,pvz2,pvz,10,2,0.2,0,336,263,0
5,pvz3,pvz,10,4,0.4,0,336,263,0
5,pvz4,pvz,7,7,1.0,0,336,263,0
5,pvz5,pvz,5,1,0.2,0,336,263,0
5,pvz6,pvz,8,2,0.25,0,336,263,0
5,pvz7,pvz,11,5,0.45454545454545453,0,336,263,0
5,pvz8,pvz,5,5,1.0,0,336,263,0
5,pvz9,pvz,12,8,0.6666666666666666,0,336,263,0
5,pvz10,pvz,14,2,0.14285714285714285,0,336,263,0
5,pvz11,pvz,10,6,0.6,0,336,263,0
5,pvz12,pvz,13,1,0.07692307692307693,0,336,263,0
5,pvz13,pvz,15,7,0.4666666666666667,0,336,263,0
5,pvz14,pvz,11,0,0.0,0,336,263,0
5,pvz15,pvz,11,1,0.09090909090909091,0,336,263,0
5,pvz16,pvz,6,6,1.0,0,336,263,0
5,pvz17,pvz,6,4,0.6666666666666666,0,336,263,0
5,pvz18,pvz,12,4,0.3333333333333333,0,336,263,0
5,pvz19,pvz,7,6,0.8571428571428571,0,336,263,0
6,wh0,warehouse,33,53,1.606060606060606,1,347,345,0
6,wh1,warehouse,36,0,0.0,0,347,345,0
6,wh2,warehouse,26,41,1.5769230769230769,1,347,345,0
6,wh3,warehouse,29,20,0.6896551724137931,0,347,345,0
6,hub0,hub,21,37,1.7619047619047619,1,347,345,0
6,hub1,hub,15,21,1.4,1,347,345,0
6,hub2,hub,22,23,1.0454545454545454,1,347,345,0
6,hub3,hub,11,15,1.3636363636363635,1,347,345,0
6,hub4,hub,11,35,3.1818181818181817,1,347,345,0
6,hub5,hub,23,16,0.6956521739130435,0,347,345,0
6,hub6,hub,10,9,0.9,0,347,345,0
6,pvz0,pvz,12,3,0.25,0,347,345,0
6,pvz1,pvz,7,4,0.5714285714285714,0,347,345,0
6,pvz2,pvz,10,6,0.6,0,347,345,0
6,pvz3,pvz,10,3,0.3,0,347,345,0
6,pvz4,pvz,7,3,0.42857142857142855,0,347,345,0
6,pvz5,pvz,5,1,0.2,0,347,345,0
6,pvz6,pvz,8,2,0.25,0,347,345,0
6,pvz7,pvz,11,6,0.5454545454545454,0,347,345,0
6,pvz8,pvz,5,7,1.4,1,347,345,0
6,pvz9,pvz,12,3,0.25,0,347,345,0
6,pvz10,pvz,14,2,0.14285714285714285,0,347,345,0
6,pvz11,pvz,10,2,0.2,0,347,345,0
6,pvz12,pvz,13,4,0.3076923076923077,0,347,345,0
6,pvz13,pvz,15,5,0.3333333333333333,0,347,345,0
6,pvz14,pvz,11,2,0.18181818181818182,0,347,345,0
6,pvz15,pvz,11,4,0.36363636363636365,0,347,345,0
6,pvz16,pvz,6,7,1.1666666666666667,1,347,345,0
6,pvz17,pvz,6,4,0.6666666666666666,0,347,345,0
6,pvz18,pvz,12,3,0.25,0,347,345,0
6,pvz19,pvz,7,6,0.8571428571428571,0,347,345,0
7,wh0,warehouse,33,57,1.7272727272727273,1,347,419,0
7,wh1,warehouse,36,4,0.1111111111111111,0,347,419,0
7,wh2,warehouse,26,35,1.3461538461538463,1,347,419,0
7,wh3,warehouse,29,19,0.6551724137931034,0,347,419,0
7,hub0,hub,21,40,1.9047619047619047,1,347,419,0
7,hub1,hub,15,20,1.3333333333333333,1,347,419,0
7,hub2,hub,22,7,0.3181818181818182,0,347,419,0
7,hub3,hub,11,14,1.2727272727272727,1,347,419,0
7,hub4,hub,11,29,2.6363636363636362,1,347,419,0
7,hub5,hub,23,24,1.0434782608695652,1,347,419,0
7,hub6,hub,10,4,0.4,0,347,419,0
7,pvz0,pvz,12,5,0.4166666666666667,0,347,419,0
7,pvz1,pvz,7,3,0.42857142857142855,0,347,419,0
7,pvz2,pvz,10,5,0.5,0,347,419,0
7,pvz3,pvz,10,7,0.7,0,347,419,0
7,pvz4,pvz,7,6,0.8571428571428571,0,347,419,0
7,pvz5,pvz,5,0,0.0,0,347,419,0
7,pvz6,pvz,8,6,0.75,0,347,419,0
7,pvz7,pvz,11,4,0.36363636363636365,0,347,419,0
7,pvz8,pvz,5,4,0.8,0,347,419,0
7,pvz9,pvz,12,5,0.4166666666666667,0,347,419,0
7,pvz10,pvz,14,7,0.5,0,347,419,0
7,pvz11,pvz,10,3,0.3,0,347,419,0
7,pvz12,pvz,13,7,0.5384615384615384,0,347,419,0
7,pvz13,pvz,15,5,0.3333333333333333,0,347,419,0
7,pvz14,pvz,11,4,0.36363636363636365,0,347,419,0
7,pvz15,pvz,11,5,0.45454545454545453,0,347,419,0
7,pvz16,pvz,6,10,1.6666666666666667,1,347,419,0
7,pvz17,pvz,6,2,0.3333333333333333,0,347,419,0
7,pvz18,pvz,12,3,0.25,0,347,419,0
7,pvz19,pvz,7,3,0.42857142857142855,0,347,419,0
8,wh0,warehouse,33,69,2.090909090909091,1,376,509,0
8,wh1,warehouse,36,0,0.0,0,376,509,0
8,wh2,warehouse,26,38,1.4615384615384615,1,376,509,0
8,wh3,warehouse,29,27,0.9310344827586207,0,376,509,0
8,hub0,hub,21,36,1.7142857142857142,1,376,509,0
8,hub1,hub,15,19,1.2666666666666666,1,376,509,0
8,hub2,hub,22,29,1.3181818181818181,1,376,509,0
8,hub3,hub,11,24,2.1818181818181817,1,376,509,0
8,hub4,hub,11,31,2.8181818181818183,1,376,509,0
8,hub5,hub,23,16,0.6956521739130435,0,376,509,0
8,hub6,hub,10,13,1.3,1,376,509,0
8,pvz0,pvz,12,2,0.16666666666666666,0,376,509,0
8,pvz1,pvz,7,1,0.14285714285714285,0,376,509,0
8,pvz2,pvz,10,4,0.4,0,376,509,0
8,pvz3,pvz,10,3,0.3,0,376,509,0
8,pvz4,pvz,7,3,0.42857142857142855,0,376,509,0
8,pvz5,pvz,5,0,0.0,0,376,509,0
8,pvz6,pvz,8,2,0.25,0,376,509,0
8,pvz7,pvz,11,5,0.45454545454545453,0,376,509,0
8,pvz8,pvz,5,4,0.8,0,376,509,0
8,pvz9,pvz,12,7,0.5833333333333334,0,376,509,0
8,pvz10,pvz,14,7,0.5,0,376,509,0
8,pvz11,pvz,10,3,0.3,0,376,509,0
8,pvz12,pvz,13,2,0.15384615384615385,0,376,509,0
8,pvz13,pvz,15,2,0.13333333333333333,0,376,509,0
8,pvz14,pvz,11,3,0.2727272727272727,0,376,509,0
8,pvz15,pvz,11,3,0.2727272727272727,0,376,509,0
8,pvz16,pvz,6,10,1.6666666666666667,1,376,509,0
8,pvz17,pvz,6,4,0.6666666666666666,0,376,509,0
8,pvz18,pvz,12,4,0.3333333333333333,0,376,509,0
8,pvz19,pvz,7,5,0.7142857142857143,0,376,509,0
9,wh0,warehouse,33,73,2.212121212121212,1,410,579,0
9,wh1,warehouse,36,4,0.1111111111111111,0,410,579,0
9,wh2,warehouse,26,42,1.6153846153846154,1,410,579,0
9,wh3,warehouse,29,38,1.3103448275862069,1,410,579,0
9,hub0,hub,21,39,1.8571428571428572,1,410,579,0
9,hub1,hub,15,19,1.2666666666666666,1,410,579,0
9,hub2,hub,22,15,0.6818181818181818,0,410,579,0
9,hub3,hub,11,21,1.9090909090909092,1,410,579,0
9,hub4,hub,11,39,3.5454545454545454,1,410,579,0
9,hub5,hub,23,30,1.3043478260869565,1,410,579,0
9,hub6,hub,10,9,0.9,0,410,579,0
9,pvz0,pvz,12,3,0.25,0,410,579,0
9,pvz1,pvz,7,3,0.42857142857142855,0,410,579,0
9,pvz2,pvz,10,3,0.3,0,410,579,0
9,pvz3,pvz,10,7,0.7,0,410,579,0
9,pvz4,pvz,7,4,0.5714285714285714,0,410,579,0
9,pvz5,pvz,5,0,0.0,0,410,579,0
9,pvz6,pvz,8,2,0.25,0,410,579,0
9,pvz7,pvz,11,4,0.36363636363636365,0,410,579,0
9,pvz8,pvz,5,5,1.0,0,410,579,0
9,pvz9,pvz,12,4,0.3333333333333333,0,410,579,0
9,pvz10,pvz,14,3,0.21428571428571427,0,410,579,0
9,pvz11,pvz,10,2,0.2,0,410,579,0
9,pvz12,pvz,13,5,0.38461538461538464,0,410,579,0
9,pvz13,pvz,15,5,0.3333333333333333,0,410,579,0
9,pvz14,pvz,11,7,0.6363636363636364,0,410,579,0
9,pvz15,pvz,11,4,0.36363636363636365,0,410,579,0
9,pvz16,pvz,6,8,1.3333333333333333,1,410,579,0
9,pvz17,pvz,6,5,0.8333333333333334,0,410,579,0
9,pvz18,pvz,12,1,0.08333333333333333,0,410,579,0
9,pvz19,pvz,7,6,0.8571428571428571,0,410,579,0
10,wh0,warehouse,33,77,2.3333333333333335,1,404,658,0
10,wh1,warehouse,36,0,0.0,0,404,658,0
10,wh2,warehouse,26,34,1.3076923076923077,1,404,658,0
10,wh3,warehouse,29,29,1.0,0,404,658,0
10,hub0,hub,21,58,2.761904761904762,1,404,658,0
10,hub1,hub,15,20,1.3333333333333333,1,404,658,0
10,hub2,hub,22,17,0.7727272727272727,0,404,658,0
10,hub3,hub,11,18,1.6363636363636365,1,404,658,0
10,hub4,hub,11,33,3.0,1,404,658,0
10,hub5,hub,23,31,1.3478260869565217,1,404,658,0
10,hub6,hub,10,6,0.6,0,404,658,0
10,pvz0,pvz,12,6,0.5,0,404,658,0
10,pvz1,pvz,7,1,0.14285714285714285,0,404,658,0
10,pvz2,pvz,10,4,0.4,0,404,658,0
10,pvz3,pvz,10,3,0.3,0,404,658,0
10,pvz4,pvz,7,2,0.2857142857142857,0,404,658,0
10,pvz5,pvz,5,1,0.2,0,404,658,0
10,pvz6,pvz,8,8,1.0,0,404,658,0
10,pvz7,pvz,11,8,0.7272727272727273,0,404,658,0
10,pvz8,pvz,5,2,0.4,0,404,658,0
10,pvz9,pvz,12,4,0.3333333333333333,0,404,658,0
10,pvz10,pvz,14,3,0.21428571428571427,0,404,658,0
10,pvz11,pvz,10,4,0.4,0,404,658,0
10,pvz12,pvz,13,7,0.5384615384615384,0,404,658,0
10,pvz13,pvz,15,8,0.5333333333333333,0,404,658,0
10,pvz14,pvz,11,3,0.2727272727272727,0,404,658,0
10,pvz15,pvz,11,3,0.2727272727272727,0,404,658,0
10,pvz16,pvz,6,2,0.3333333333333333,0,404,658,0
10,pvz17,pvz,6,6,1.0,0,404,658,0
10,pvz18,pvz,12,3,0.25,0,404,658,0
10,pvz19,pvz,7,3,0.42857142857142855,0,404,658,0
11,wh0,warehouse,33,77,2.3333333333333335,1,400,739,0
11,wh1,warehouse,36,0,0.0,0,400,739,0
11,wh2,warehouse,26,31,1.1923076923076923,1,400,739,0
11,wh3,warehouse,29,29,1.0,0,400,739,0
11,hub0,hub,21,50,2.380952380952381,1,400,739,0
11,hub1,hub,15,21,1.4,1,400,739,0
11,hub2,hub,22,23,1.0454545454545454,1,400,739,0
11,hub3,hub,11,19,1.7272727272727273,1,400,739,0
11,hub4,hub,11,34,3.090909090909091,1,400,739,0
11,hub5,hub,23,24,1.0434782608695652,1,400,739,0
11,hub6,hub,10,15,1.5,1,400,739,0
11,pvz0,pvz,12,3,0.25,0,400,739,0
11,pvz1,pvz,7,2,0.2857142857142857,0,400,739,0
11,pvz2,pvz,10,3,0.3,0,400,739,0
11,pvz3,pvz,10,4,0.4,0,400,739,0
11,pvz4,pvz,7,1,0.14285714285714285,0,400,739,0
11,pvz5,pvz,5,3,0.6,0,400,739,0
11,pvz6,pvz,8,4,0.5,0,400,739,0
11,pvz7,pvz,11,5,0.45454545454545453,0,400,739,0
11,pvz8,pvz,5,2,0.4,0,400,739,0
11,pvz9,pvz,12,3,0.25,0,400,739,0
11,pvz10,pvz,14,6,0.42857142857142855,0,400,739,0
11,pvz11,pvz,10,2,0.2,0,400,739,0
11,pvz12,pvz,13,7,0.5384615384615384,0,400,739,0
11,pvz13,pvz,15,4,0.26666666666666666,0,400,739,0
11,pvz14,pvz,11,4,0.36363636363636365,0,400,739,0
11,pvz15,pvz,11,0,0.0,0,400,739,0
11,pvz16,pvz,6,9,1.5,1,400,739,0
11,pvz17,pvz,6,1,0.16666666666666666,0,400,739,0
11,pvz18,pvz,12,9,0.75,0,400,739,0
11,pvz19,pvz,7,5,0.7142857142857143,0,400,739,0
12,wh0,warehouse,33,69,2.090909090909091,1,421,813,0
12,wh1,warehouse,36,0,0.0,0,421,813,0
12,wh2,warehouse,26,37,1.4230769230769231,1,421,813,0
12,wh3,warehouse,29,38,1.3103448275862069,1,421,813,0
12,hub0,hub,21,45,2.142857142857143,1,421,813,0
12,hub1,hub,15,22,1.4666666666666666,1,421,813,0
12,hub2,hub,22,23,1.0454545454545454,1,421,813,0
12,hub3,hub,11,18,1.6363636363636365,1,421,813,0
12,hub4,hub,11,30,2.727272727272727,1,421,813,0
12,hub5,hub,23,29,1.2608695652173914,1,421,813,0
12,hub6,hub,10,8,0.8,0,421,813,0
12,pvz0,pvz,12,6,0.5,0,421,813,0
12,pvz1,pvz,7,4,0.5714285714285714,0,421,813,0
12,pvz2,pvz,10,7,0.7,0,421,813,0
12,pvz3,pvz,10,5,0.5,0,421,813,0
12,pvz4,pvz,7,3,0.42857142857142855,0,421,813,0
12,pvz5,pvz,5,1,0.2,0,421,813,0
12,pvz6,pvz,8,3,0.375,0,421,813,0
12,pvz7,pvz,11,5,0.45454545454545453,0,421,813,0
12,pvz8,pvz,5,3,0.6,0,421,813,0
12,pvz9,pvz,12,10,0.8333333333333334,0,421,813,0
12,pvz10,pvz,14,4,0.2857142857142857,0,421,813,0
12,pvz11,pvz,10,8,0.8,0,421,813,0
12,pvz12,pvz,13,3,0.23076923076923078,0,421,813,0
12,pvz13,pvz,15,6,0.4,0,421,813,0
12,pvz14,pvz,11,6,0.5454545454545454,0,421,813,0
12,pvz15,pvz,11,1,0.09090909090909091,0,421,813,0
12,pvz16,pvz,6,9,1.5,1,421,813,0
12,pvz17,pvz,6,8,1.3333333333333333,1,421,813,0
12,pvz18,pvz,12,3,0.25,0,421,813,0
12,pvz19,pvz,7,7,1.0,0,421,813,0
13,wh0,warehouse,33,71,2.1515151515151514,1,410,910,0
13,wh1,warehouse,36,4,0.1111111111111111,0,410,910,0
13,wh2,warehouse,26,41,1.5769230769230769,1,410,910,0
13,wh3,warehouse,29,35,1.206896551724138,1,410,910,0
13,hub0,hub,21,43,2.0476190476190474,1,410,910,0
13,hub1,hub,15,20,1.3333333333333333,1,410,910,0
13,hub2,hub,22,13,0.5909090909090909,0,410,910,0
13,hub3,hub,11,19,1.7272727272727273,1,410,910,0
13,hub4,hub,11,33,3.0,1,410,910,0
13,hub5,hub,23,31,1.3478260869565217,1,410,910,0
13,hub6,hub,10,7,0.7,0,410,910,0
13,pvz0,pvz,12,5,0.4166666666666667,0,410,910,0
13,pvz1,pvz,7,10,1.4285714285714286,1,410,910,0
13,pvz2,pvz,10,6,0.6,0,410,910,0
13,pvz3,pvz,10,3,0.3,0,410,910,0
13,pvz4,pvz,7,9,1.2857142857142858,1,410,910,0
13,pvz5,pvz,5,2,0.4,0,410,910,0
13,pvz6,pvz,8,4,0.5,0,410,910,0
13,pvz7,pvz,11,4,0.36363636363636365,0,410,910,0
13,pvz8,pvz,5,4,0.8,0,410,910,0
13,pvz9,pvz,12,4,0.3333333333333333,0,410,910,0
13,pvz10,pvz,14,3,0.21428571428571427,0,410,910,0
13,pvz11,pvz,10,3,0.3,0,410,910,0
13,pvz12,pvz,13,5,0.38461538461538464,0,410,910,0
13,pvz13,pvz,15,2,0.13333333333333333,0,410,910,0
13,pvz14,pvz,11,5,0.45454545454545453,0,410,910,0
13,pvz15,pvz,11,5,0.45454545454545453,0,410,910,0
13,pvz16,pvz,6,5,0.8333333333333334,0,410,910,0
13,pvz17,pvz,6,7,1.1666666666666667,1,410,910,0
13,pvz18,pvz,12,6,0.5,0,410,910,0
13,pvz19,pvz,7,1,0.14285714285714285,0,410,910,0
14,wh0,warehouse,33,76,2.303030303030303,1,421,997,0
14,wh1,warehouse,36,0,0.0,0,421,997,0
14,wh2,warehouse,26,46,1.7692307692307692,1,421,997,0
14,wh3,warehouse,29,38,1.3103448275862069,1,421,997,0
14,hub0,hub,21,42,2.0,1,421,997,0
14,hub1,hub,15,20,1.3333333333333333,1,421,997,0
14,hub2,hub,22,29,1.3181818181818181,1,421,997,0
14,hub3,hub,11,18,1.6363636363636365,1,421,997,0
14,hub4,hub,11,31,2.8181818181818183,1,421,997,0
14,hub5,hub,23,24,1.0434782608695652,1,421,997,0
14,hub6,hub,10,8,0.8,0,421,997,0
14,pvz0,pvz,12,4,0.3333333333333333,0,421,997,0
14,pvz1,pvz,7,12,1.7142857142857142,1,421,997,0
14,pvz2,pvz,10,3,0.3,0,421,997,0
14,pvz3,pvz,10,2,0.2,0,421,997,0
14,pvz4,pvz,7,7,1.0,0,421,997,0
14,pvz5,pvz,5,3,0.6,0,421,997,0
14,pvz6,pvz,8,3,0.375,0,421,997,0
14,pvz7,pvz,11,2,0.18181818181818182,0,421,997,0
14,pvz8,pvz,5,1,0.2,0,421,997,0
14,pvz9,pvz,12,4,0.3333333333333333,0,421,997,0
14,pvz10,pvz,14,2,0.14285714285714285,0,421,997,0
14,pvz11,pvz,10,9,0.9,0,421,997,0
14,pvz12,pvz,13,4,0.3076923076923077,0,421,997,0
14,pvz13,pvz,15,3,0.2,0,421,997,0
14,pvz14,pvz,11,7,0.6363636363636364,0,421,997,0
14,pvz15,pvz,11,5,0.45454545454545453,0,421,997,0
14,pvz16,pvz,6,6,1.0,0,421,997,0
14,pvz17,pvz,6,4,0.6666666666666666,0,421,997,0
14,pvz18,pvz,12,4,0.3333333333333333,0,421,997,0
14,pvz19,pvz,7,4,0.5714285714285714,0,421,997,0
15,wh0,warehouse,33,80,2.4242424242424243,1,446,1081,0
15,wh1,warehouse,36,4,0.1111111111111111,0,446,1081,0
15,wh2,warehouse,26,62,2.3846153846153846,1,446,1081,0
15,wh3,warehouse,29,42,1.4482758620689655,1,446,1081,0
